name;address;gmap_id;description;latitude;longitude;category;avg_rating;num_of_reviews;price;hours;MISC;state;relative_results;url
Carte's Interiors;Carte's Interiors, 507 S Coltrane Rd c, Edmond, OK 73034;0x87b21f868301b09b:0x6fc41473d6035648;;35.649327899999996;-97.44336799999999;['Bathroom remodeler'];4.4;7;;[['Thursday', '9AM–6PM'], ['Friday', '10AM–6PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '10AM–5PM'], ['Wednesday', '9AM–6PM']];{'Accessibility': ['Wheelchair accessible entrance']};Open ⋅ Closes 6PM;['0x87b21f75b00f24b3:0x1eba786bc0edcd40', '0x87b2194daff6c6a5:0x2448f830c1da66cb', '0x87b21fb4d6717537:0x5c0387e596e7a272', '0x87b21f0a48c10ad7:0x743b21f3103adb6f', '0x87b2197893ee0e31:0x2b24b7bd810f8523'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x87b21f868301b09b:0x6fc41473d6035648?authuser=-1&hl=en&gl=us
Starlight Ministries;Starlight Ministries, 2123 W 12th Ave, Stillwater, OK 74074;0x87b10a709af3e2c3:0x3bc8ac7675f319bf;;36.108181699999996;-97.0855297;['Church'];5.0;8;;[['Thursday', 'Closed'], ['Friday', '10–11:30AM'], ['Saturday', 'Closed'], ['Sunday', '10:30AM–12PM'], ['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', '7–8:30PM']];{'Accessibility': ['Wheelchair accessible entrance']};Closed ⋅ Opens 10AM Fri;['0x87b10a6d717ca6b5:0xf396c3887d46a4b9', '0x87b10a4ffac3ac09:0xcd1cdf6664e7f8cb', '0x87b10a487b3a520f:0x39d5767ab0b034c', '0x87b10a4614f1621b:0x899161d45dae3e7b', '0x87b10a726f4a9111:0x82102a56ca51f749'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x87b10a709af3e2c3:0x3bc8ac7675f319bf?authuser=-1&hl=en&gl=us
Rogers Realty Inc;Rogers Realty Inc, 1019 S Little Ave, Cushing, OK 74023;0x87b169f57a8086b1:0x7b74753bb0b81443;;35.969267099999996;-96.76768039999999;['Real estate consultant'];3.2;6;;[['Thursday', '9AM–4PM'], ['Friday', '9AM–4PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–4PM'], ['Tuesday', '9AM–4PM'], ['Wednesday', '9AM–4PM']];;Open ⋅ Closes 4PM;['0x87b1420012cc34ff:0x69edb448b444ab17', '0x87b169fb9dc61af5:0x745aadd4d1bfe9f6', '0x87b17426cc4b9bfd:0x26c404e3eae98fce'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x87b169f57a8086b1:0x7b74753bb0b81443?authuser=-1&hl=en&gl=us
Arrow Pump & Supply Inc;Arrow Pump & Supply Inc, 324 E Vine St, Cushing, OK 74023;0x87b16a1f1581ee01:0xe51501b79e3bdf21;;35.989531899999996;-96.76930399999999;['Well drilling contractor'];4.7;3;;;;;['0x87b16a1905cd3093:0xaefd371963a43453', '0x87b13800d2a63733:0xc7adcdaa5e6e7f5b', '0x87b142170a88b0cd:0xf0bd15d05a5fc71a', '0x87b145ddc18c7211:0x85ba2b531d8492aa', '0x87b14201f2ecf551:0xd55d193e66ebfd8e'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x87b16a1f1581ee01:0xe51501b79e3bdf21?authuser=-1&hl=en&gl=us
Jerry's Boat Dock;Jerry's Boat Dock, 804 E 46th Ave, Stillwater, OK 74074;0x87b1a15b6361e2a9:0x35d692a4c8dc4899;;36.069521;-97.04835399999999;['Boat repair shop'];2.7;7;;;;Open now;['0x87b108355f0e2a57:0x4595460f063d65a3', '0x87b1a1432e7cb79d:0x1066bb5531fba9a9', '0x87b14408cf9a0d5d:0x8fc74003a4b2a789', '0x87b1130444de631f:0x233d4b89cf510120'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x87b1a15b6361e2a9:0x35d692a4c8dc4899?authuser=-1&hl=en&gl=us
Denver's Auto Repair;Denver's Auto Repair, 2330 S Little Ave, Cushing, OK 74023;0x87b169c6efeb164f:0x181cda49679908c7;;35.956547;-96.7673975;['Auto repair shop'];5.0;4;;[['Thursday', '7:30AM–4:30PM'], ['Friday', '7:30AM–4:30PM'], ['Saturday', '7:30AM–12PM'], ['Sunday', 'Closed'], ['Monday', '7:30AM–4:30PM'], ['Tuesday', '7:30AM–4:30PM'], ['Wednesday', '7:30AM–4:30PM']];{'Offerings': ['Oil change'], 'Amenities': ['Mechanic']};Open ⋅ Closes 4:30PM;['0x87b16a00f66cd9cd:0xa2fb63f22412d695', '0x87b1698ae876f81b:0x236837f711f5cf0d', '0x87b1698ab675ff59:0x4eebe630e817e17e', '0x87b158caa7e3cceb:0x1000e93fd48a91d7', '0x87b169ec6ebec403:0x8c140c2bed10218a'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x87b169c6efeb164f:0x181cda49679908c7?authuser=-1&hl=en&gl=us
Double D Rebuilders;Double D Rebuilders, 612 E 1st St, Chandler, OK 74834;0x87b3d886681ea2fb:0x45eb17191e803fd4;;35.710122399999996;-96.8739607;['Alternator supplier'];5.0;3;;[['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM']];;Permanently closed;['0x87b3d861f1c4658f:0xa4fdc6c5552d04d6', '0x87b3d87cd22d6d7d:0x2dbfab0d51a2aec8', '0x87b3d88613accd7d:0x246c4424862533e', '0x87b3d861a1948cbb:0x2bca354399b12a01', '0x87b3d8619f43330f:0x5ff09d8b2274f511'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x87b3d886681ea2fb:0x45eb17191e803fd4?authuser=-1&hl=en&gl=us
Shelter Insurance - Vic Caudle;Shelter Insurance - Vic Caudle, 720 E Main St, Cushing, OK 74023;0x87b169f622198e6d:0x5b9e9bb6c099c3f5;;35.985289099999996;-96.7641838;"['Insurance agency', 'Auto insurance agency', 'Home insurance agency', 'Insurance company', 'Life insurance agency', 'Motorcycle insurance agency', ""Renter's insurance agency""]";4.9;16;;[['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM']];{'Service options': ['Onsite services']};Open ⋅ Closes 5PM;['0x87b1420069a32d65:0x46d98882f628d686', '0x87b169f7c451e315:0x15b6086f07abadb9', '0x87b14202e9d893b3:0x300d4fcb06080945', '0x87b169ffe1c22487:0x38fdb72b6115ebb8', '0x87b169efcf140783:0xdb63968638717fda'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x87b169f622198e6d:0x5b9e9bb6c099c3f5?authuser=-1&hl=en&gl=us
Battleridge Plant;Battleridge Plant, 3000 Texaco Rd, Cushing, OK 74023;0x87b1691d079faef9:0xddb2b52f546e93cd;;35.9422753;-96.80555249999999;['Corporate office'];5.0;2;;;;Open now;['0x87b16bc5a5dfd47b:0x91766d19ff691ec8', '0x87b1a0c29a1d8c61:0x73ab91b36a8da8df', '0x87b1069f142e54f7:0x50d2d98292d9a002', '0x87b192b9dbe7e319:0x6cce6e5071c697fc'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x87b1691d079faef9:0xddb2b52f546e93cd?authuser=-1&hl=en&gl=us
Moline Properties;Moline Properties, 906 Southgate Dr, Cushing, OK 74023;0x87b169e81d3d4475:0x65645b325076760c;;35.964411999999996;-96.76085499999999;;5.0;1;;;;;;https://www.google.com/maps/place//data=!4m2!3m1!1s0x87b169e81d3d4475:0x65645b325076760c?authuser=-1&hl=en&gl=us
First Baptist Church North;First Baptist Church North, 1001 N Central Ave, Cushing, OK 74023;0x87b16a216d7b5f29:0xdd7017324d8982c1;;35.989397;-96.77418229999999;['Baptist church'];5.0;4;;;{'Accessibility': ['Wheelchair accessible entrance']};;['0x87b169f48947586d:0xb23279fa1d90484d', '0x87b16987a4236913:0xb11355fcd30d8df5', '0x87b16a219e4ec4f3:0xa2b1bebab37227c7', '0x87b169f4b0aac041:0x68e887e53254b661'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x87b16a216d7b5f29:0xdd7017324d8982c1?authuser=-1&hl=en&gl=us
CENTURY 21 Jolley Realty;CENTURY 21 Jolley Realty, 1430 E Main St, Cushing, OK 74023;0x87b1420012cc34ff:0x69edb448b444ab17;;35.9853905;-96.74842799999999;['Real estate agency', 'Commercial real estate agency', 'Real estate agents', 'Real estate rental agency'];3.8;8;;;{'Accessibility': ['Wheelchair accessible entrance']};;['0x87b169f57a8086b1:0x7b74753bb0b81443', '0x87b169fb9dc61af5:0x745aadd4d1bfe9f6', '0x87b10a37a5abdf49:0x5cb9139aa42e0b2e', '0x87b10a4f18ce4b1f:0xd7c3c388b2a08293'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x87b1420012cc34ff:0x69edb448b444ab17?authuser=-1&hl=en&gl=us
Cushing Plumbing;Cushing Plumbing, 106 E Moses St, Cushing, OK 74023;0x87b1698b159c6833:0x18b4b0637990ef23;;35.981445;-96.77220799999999;['Air conditioning contractor'];4.0;8;;[['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM']];;Open ⋅ Closes 5PM;['0x87b1698af305ad0f:0x64331d8cd5216af', '0x87b1697af0d6b8f3:0x99d8f501f201f51d', '0x87b1698c78995087:0xcef1bf9c4873fb0f', '0x87b16a1a36be1ebf:0x3ba91ff22e86583a'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x87b1698b159c6833:0x18b4b0637990ef23?authuser=-1&hl=en&gl=us
Cubbage, William R;Cubbage, William R, 123 E Moses St, Cushing, OK 74023;0x87b1698b46a00d67:0x26724df70e6c6e46;;35.9809072;-96.77169029999999;['Estate planning attorney'];5.0;3;;[['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM']];{'Accessibility': ['Wheelchair accessible restroom']};Open ⋅ Closes 5PM;['0x87b1698b2f9793cb:0x873e3d24ec8e4a26', '0x87b1698b8281421b:0x74bbd8479a8ec5c7', '0x87b169f48cb7778f:0xc830a1d0b541336a', '0x87b169f58da7ea55:0xa6216b83f99f8ee2', '0x87b145dc0e31fb49:0x94c386edefd1bb90'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x87b1698b46a00d67:0x26724df70e6c6e46?authuser=-1&hl=en&gl=us
Greenfield Mechanical;Greenfield Mechanical, 514 N Luella Ave, Cushing, OK 74023;0x87b16987f9c8203f:0x1aa48aa7c543d5a4;;35.9845639;-96.78190029999999;['Mechanical contractor', 'Cars'];4.6;36;;;;Open now;['0x87b169f818e6edfd:0x42978685baebfed7', '0x87b1698ae876f81b:0x236837f711f5cf0d', '0x87b113025d78b99d:0xa3ea9f5fe8b2d743', '0x87b14227679770a7:0x32f78403cca9d1e8', '0x87b1698b159c6833:0x18b4b0637990ef23'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x87b16987f9c8203f:0x1aa48aa7c543d5a4?authuser=-1&hl=en&gl=us
Cabin Creek;Cabin Creek, Oklahoma 74023;0x87b16bebefea6279:0x9b9eb28a1a3b0f89;;35.996193;-96.81662039999999;['River'];4.3;3;;;;;;https://www.google.com/maps/place/Oklahoma+74023/data=!4m2!3m1!1s0x87b16bebefea6279:0x9b9eb28a1a3b0f89?authuser=-1&hl=en&gl=us
Laymance Services;;0x87b169b629aa87c3:0x1db16274ac088763;;35.905842899999996;-97.13191839999999;['Window cleaning service', 'Service establishment', 'Janitorial equipment supplier'];5.0;4;;[['Thursday', '9AM–4PM'], ['Friday', '9AM–4PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–4PM'], ['Tuesday', '9AM–4PM'], ['Wednesday', '9AM–4PM']];{'Service options': ['Online estimates']};Open ⋅ Closes 4PM;;https://www.google.com/maps/place//data=!4m2!3m1!1s0x87b169b629aa87c3:0x1db16274ac088763?authuser=-1&hl=en&gl=us
Anderson Model & Talent Agency;Anderson Model & Talent Agency, 2722 6th Ave, Amarillo, TX 79106;0x87014e386ca29efb:0x59fc721bc317ec4f;;35.211445;-101.8673867;['Modeling agency'];4.3;7;;[['Thursday', '1:35–6PM'], ['Friday', '1:35–6PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '1:35–6PM'], ['Wednesday', '1:35–6PM']];;Closed ⋅ Opens 1:35PM;['0x87014fab598fafa5:0x5aa8d9d2c9bc4cb5', '0x87014fc696f9eee3:0x851b3d7cabeb2667', '0x87012afaeb0707b7:0xdf91c1649e5498fd'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x87014e386ca29efb:0x59fc721bc317ec4f?authuser=-1&hl=en&gl=us
Robert H Grimes DDS;Robert H Grimes DDS, 8901 Milwaukee Ave, Lubbock, TX 79424;0x86fe726de2e672e9:0x1cdb381a84e97cc5;;33.512916499999996;-101.95642869999999;['Dentist', 'Cosmetic dentist', 'Dental implants provider', 'Teeth whitening service'];4.7;28;;[['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM']];{'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Appointments recommended']};Open ⋅ Closes 5PM;['0x86fe726de2e672e9:0x2e802fe069ccfbb9', '0x86fe726de2e672e9:0x9cceeb6de8fd5428', '0x86fe72117ef8c77d:0x3ae5c1ce7df0cb22', '0x86fe72e6114eb10b:0x7009785064d2765b'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x86fe726de2e672e9:0x1cdb381a84e97cc5?authuser=-1&hl=en&gl=us
Alcoe;Alcoe, 7701 Quaker Ave, Lubbock, TX 79424;0x86fe71f14873eabd:0xe8ad3d8a5b29dc12;;33.523734999999995;-101.904378;['Hot tub store', 'Grill store', 'Outdoor furniture store', 'Sauna store', 'Sunroom contractor'];4.9;94;;[['Thursday', '10AM–6PM'], ['Friday', '10AM–6PM'], ['Saturday', '10AM–6PM'], ['Sunday', 'Closed'], ['Monday', '10AM–6PM'], ['Tuesday', '10AM–6PM'], ['Wednesday', '10AM–6PM']];{'Service options': ['Delivery', 'In-store shopping'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit']};Opens soon ⋅ 10AM;['0x86fe7263f1436257:0x6072b97be32c10d9', '0x86fe73dd2c67bff9:0xea1e5be69e0eea05', '0x86fe72658afa9d47:0xb9f7c2c9f3c3d1ad', '0x86fe71af9d8d6cfb:0x58670bacee10525d'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x86fe71f14873eabd:0xe8ad3d8a5b29dc12?authuser=-1&hl=en&gl=us
StarCare Specialty Health;StarCare Specialty Health, 3804 Interstate 27, Lubbock, TX 79412;0x86fe6d1fc0462a85:0xfa4acfe43a0235fd;;33.561954;-101.8452204;['Counselor'];4.0;7;;[['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', '8AM–5PM'], ['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM']];{'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Appointments recommended']};Open ⋅ Closes 5PM;['0x86fe72ad67071da3:0xf62ef4cc5e11302b', '0x86fe6d2533f2461d:0x8cc8c1012fc41d6d', '0x86fe7271017f00eb:0xe78b5ef1eec78bdc', '0x86fe72936f9013d1:0x3866d249508e3c6e', '0x86fe6d975f3e40e3:0xf421fd28fd46c432'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x86fe6d1fc0462a85:0xfa4acfe43a0235fd?authuser=-1&hl=en&gl=us
Jabberwocky Custom Computers;Jabberwocky Custom Computers, 4630 50th St #109a, Lubbock, TX 79414;0x86fe6d3c17bcfae3:0x62a429e504f7a5bb;;33.5495869;-101.9120155;['Computer store', 'Computer consultant', 'Computer repair service', 'Computer security service', 'Computer service', 'Computer support and services', 'Used computer store'];4.1;8;;[['Thursday', '11AM–6PM'], ['Friday', '11AM–6PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '11AM–6PM'], ['Tuesday', '11AM–6PM'], ['Wednesday', '11AM–6PM']];;Permanently closed;['0x86fe6d44a1ee7c91:0xd7dcac5c66d8c64d', '0x86fe6d595d78b2cf:0xa8b536aab157e5d8', '0x86fe6d12917443ad:0x68cfd205cf0b8ff8', '0x86fe7296792a7fb7:0x85099e2e3d58d1c3'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x86fe6d3c17bcfae3:0x62a429e504f7a5bb?authuser=-1&hl=en&gl=us
Monahan's Christian Assembly;Monahan's Christian Assembly, 303 S Helen Ave, Monahans, TX 79756;0x86fafbe17af44e4d:0x27a1cb43f29af9ae;;31.5903456;-102.9007457;['Church'];5.0;2;;;{'Accessibility': ['Wheelchair accessible entrance']};;['0x86faf95ee8f000f1:0xaaf7340ec23b9d27', '0x86faf958a45e5e7d:0x62f76bf3cbd7c3f8', '0x86faf96664a6e6a1:0x90bb231cdb521dac', '0x86faf97c775e27a7:0x9a9329586c0c2e3a', '0x86faf95c4797109d:0x76b3d4b2ae284cf3'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x86fafbe17af44e4d:0x27a1cb43f29af9ae?authuser=-1&hl=en&gl=us
Watermill Express;Watermill Express, 2101 50th St, Lubbock, TX 79412;0x86fe6d13ba1ed843:0x7507fa25e842fd4f;;33.548539399999996;-101.8620016;['Bottled water supplier', 'Drinking water fountain', 'Water mill', 'Water purification company'];5.0;2;;[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']];{'Service options': ['Delivery']};Open 24 hours;['0x86fe6d449f58bd41:0xbb248ef15dfdd6ac', '0x86fe725002c52bed:0xaab39f9ff0d5913c', '0x86fe12c8a88e3de7:0x3a0712b00cfd2de5', '0x86fe6cd84505f473:0xff73252ff422076f', '0x86fe73235804f7e3:0xab76a5315d2258e1'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x86fe6d13ba1ed843:0x7507fa25e842fd4f?authuser=-1&hl=en&gl=us
The Sewing Studio;The Sewing Studio, 4601 S Loop 289 # 14, Lubbock, TX 79424;0x86fe7260157c5403:0xfabca10db89dc312;;33.530854999999995;-101.910653;['Quilt shop', 'Sewing company', 'Sewing shop'];4.8;17;;[['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', '9AM–5PM'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM']];{'Service options': ['Curbside pickup', 'In-store pickup', 'In-store shopping', 'Delivery'], 'Health & safety': ['Staff wear masks', 'Staff required to disinfect surfaces between visits'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Repair services'], 'Planning': ['Quick visit']};Open ⋅ Closes 5PM;['0x86fe72ba4c1312a3:0xb371eb66854481cb', '0x86fe7299be7eff51:0x1b8caecf107bfdac', '0x86fe6d630539fbd5:0x6c07843cd934bce5'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x86fe7260157c5403:0xfabca10db89dc312?authuser=-1&hl=en&gl=us
Studio 34 Nutrition;Studio 34 Nutrition, 3021 A, 34th St, Lubbock, TX 79410;0x86fe6dd0642d44eb:0xeaceade94f24cc15;;33.563039499999995;-101.88071839999999;['Health food restaurant'];5.0;14;;[['Thursday', '7:30AM–2PM'], ['Friday', '7:30AM–2PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '7:30AM–2PM'], ['Tuesday', '7:30AM–2PM'], ['Wednesday', '7:30AM–2PM']];{'Service options': ['Takeout', 'Dine-in', 'Delivery'], 'Highlights': ['Great tea selection'], 'Popular for': ['Solo dining'], 'Offerings': ['Healthy options', 'Quick bite', 'Vegetarian options'], 'Amenities': ['Good for kids'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Groups']};Open ⋅ Closes 2PM;['0x86fe6d60f3aa0991:0xa0f3aee9866a40f5', '0x86fe7250037234f3:0xe1aca81e6a924936', '0x86fe12b7a7d59f35:0x24a754a9ec868751', '0x86fe729383a51167:0x4ed680b8e5be55bb', '0x86fe72503e3a80b9:0xad0deda4fc70894d'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x86fe6dd0642d44eb:0xeaceade94f24cc15?authuser=-1&hl=en&gl=us
Dr. Miled A. Jabor, M.D.;Dr. Miled A. Jabor, M.D., 3610 24th St, Lubbock, TX 79410;0x86fe72abe684d269:0x3cbb5a4e938a0b8a;;33.572808;-101.89377499999999;['Gastroenterologist'];4.9;23;;[['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM']];{'Service options': ['Online care'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Appointments recommended']};Open ⋅ Closes 5PM;['0x86fe72adab526087:0x21e4f9a251f9334e', '0x86fe0d57efb10a97:0x5b270f864e0fc0a', '0x86fe725b2822faa3:0x3a08b5732722cfaa', '0x86fe72abe684d269:0xc94b2cfa4ca7725f'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x86fe72abe684d269:0x3cbb5a4e938a0b8a?authuser=-1&hl=en&gl=us
Bayrunner Fishing Charters;Bayrunner Fishing Charters, Shelter Cove Ln #1a, Hilton Head Island, SC 29926;0x88fc79ee1ededc73:0x7003065a75ee0cf4;;32.1814967;-80.7322315;['Fishing charter'];4.8;34;;[['Thursday', '7AM–5PM'], ['Friday', '7AM–5PM'], ['Saturday', '7AM–5PM'], ['Sunday', '7AM–5PM'], ['Monday', '7AM–5PM'], ['Tuesday', '7AM–5PM'], ['Wednesday', '7AM–5PM']];;Open ⋅ Closes 5PM;['0x88fc7718dfcef8f3:0x7a1e5ae10a9cd6ab', '0x88fc7718fa71c071:0x9c4f73763257f7eb', '0x88fc7977ea5896ff:0x7be0a5668f70f3d0', '0x88fc77a1eb9b06e9:0x1f460c84b0422533', '0x88fc79f1e001012d:0x8db491c0fa6c4006'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x88fc79ee1ededc73:0x7003065a75ee0cf4?authuser=-1&hl=en&gl=us
Nationwide Insurance: Greg Houston Insurance Inc.;Nationwide Insurance: Greg Houston Insurance Inc., 106 E Butler Rd Ste A, Mauldin, SC 29662;0x885825e220658ce9:0xbef3a70ff0eba104;;34.7790007;-82.3033207;"['Insurance agency', 'Auto insurance agency', 'Home insurance agency', 'Life insurance agency', ""Renter's insurance agency""]";4.9;26;;[['Thursday', '8:30AM–5PM'], ['Friday', '8:30AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8:30AM–5PM'], ['Tuesday', '8:30AM–5PM'], ['Wednesday', '8:30AM–5PM']];{'Accessibility': ['Wheelchair accessible entrance']};Open ⋅ Closes 5PM;['0x8858272a7edb0d31:0x6646855d6dacaa4a', '0x885830393cb76f49:0x2383134ba4d6ffa6', '0x8858311ff2a5d07b:0xffb30652aca1abe7', '0x885825e5634f67f9:0xf26c6ccb3614fa78', '0x88578a1bc8cdbba5:0x54890d74ea4d614'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x885825e220658ce9:0xbef3a70ff0eba104?authuser=-1&hl=en&gl=us
Townes At Woodruff Park;Townes At Woodruff Park, 309 Five Forks Rd, Simpsonville, SC 29681;0x88582812a0ea603f:0xa12090811fa30e7a;;34.802271999999995;-82.2354094;['Park', 'Professional services'];4.8;5;;[['Thursday', '7AM–9PM'], ['Friday', '7AM–9PM'], ['Saturday', '7AM–9PM'], ['Sunday', '7AM–9PM'], ['Monday', '7AM–9PM'], ['Tuesday', '7AM–9PM'], ['Wednesday', '7AM–9PM']];{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']};Open ⋅ Closes 9PM;['0x885826c76dcab281:0x1b8b4cb8afef34dc', '0x88582704550b9ce7:0x440f35f0de9a2e8d', '0x88582f108fdd0dc7:0x66d478a9e0495f3f'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x88582812a0ea603f:0xa12090811fa30e7a?authuser=-1&hl=en&gl=us
ELITE DELIVERY SERVICES INC (LAS VEGAS);ELITE DELIVERY SERVICES INC (LAS VEGAS), 3225 W Post Rd, Las Vegas, NV 89118;0x80c8c6a03032332f:0x1c38ae0fafa1387f;;36.0747418;-115.1840885;['Delivery service', 'Courier service', 'Mailing service'];4.3;6;;[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', '12AM–5PM'], ['Sunday', 'Closed'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']];;Open 24 hours;['0x80c8c021f3cb496b:0xb0c64beb759ae5c5', '0x80c8c39bc7b55311:0x9354f7ab59c16e8f', '0x80c8c72423020133:0x296f694999280e50', '0x80c8c55a26745885:0x800e43836107c91a'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c6a03032332f:0x1c38ae0fafa1387f?authuser=-1&hl=en&gl=us
Tee & Cap Plus;Tee & Cap Plus, 4990 W Craig Rd Ste 05, Las Vegas, NV 89130;0x80c8ea3f06df9711:0x7f90d1ab2b251c5;;36.2393;-115.21000439999999;['Clothing store'];4.6;8;;[['Thursday', '9AM–7PM'], ['Friday', '9AM–7PM'], ['Saturday', '9AM–7PM'], ['Sunday', '10AM–6PM'], ['Monday', '9AM–7PM'], ['Tuesday', '9AM–7PM'], ['Wednesday', '9AM–7PM']];{'Service options': ['In-store shopping'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit'], 'Payments': ['Debit cards']};Closed ⋅ Opens 9AM;['0x80c8dabee9cc03b1:0xac1a5fa9413280e2', '0x80c8c1552c30c111:0x9609494a6e864a31', '0x80c8c3b41dcdad15:0xea59e9fe3a7c2b9c', '0x80c8c515f0819bd3:0x9e37e2692f6dd3cf', '0x80c8c4c1f3f7e42d:0xd54b578d4711b8c2'];https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8ea3f06df9711:0x7f90d1ab2b251c5?authuser=-1&hl=en&gl=us
